,Unnamed: 0,Unnamed: 0.1,Building,ClientMacAddr,Level,lat,lng,localtime,datetime,waiting_time
31142,152685,819588,TPS2,48:13:7e:ac:43:d0,Level 3,-22.81423046,-43.24731249,40:52.7,40:52.7,1.049516667
31150,152851,820298,TPS2,04:d6:aa:e9:eb:50,Level 3,-22.81436223,-43.24713683,41:21.6,41:21.6,2.200683333
31154,153048,821160,TPS2,dc:66:72:a6:c2:79,Level 3,-22.8142531,-43.24730782,41:57.3,41:57.3,134.45145
31155,153101,821400,TPS2,88:b4:a6:56:a6:09,Level 3,-22.81421217,-43.24745345,42:06.9,42:06.9,18.87825
31156,153103,821414,TPS2,38:d4:0b:c2:c7:02,Level 3,-22.81445276,-43.2474265,42:07.8,42:07.8,8.19385
31157,153115,821480,TPS2,90:73:5a:6d:f5:46,Level 3,-22.81415491,-43.24718836,42:11.5,42:11.5,0
31162,153255,822082,TPS2,40:b0:76:82:c1:33,Level 3,-22.81424186,-43.24712816,42:37.1,42:37.1,15.84753333
31165,153341,822450,TPS2,9c:e6:5e:6b:ca:f6,Level 3,-22.81418449,-43.24739064,42:50.7,42:50.7,69.67095
31166,153346,822480,TPS2,5c:1d:d9:7e:58:ed,Level 3,-22.81444778,-43.24720272,42:51.8,42:51.8,70.50436667
31172,153479,823036,TPS2,70:3a:51:73:7d:8e,Level 3,-22.814414,-43.24712831,43:16.7,43:16.7,0
31174,153530,823214,TPS2,28:83:35:ab:0d:15,Level 3,-22.81436509,-43.24742004,43:23.8,43:23.8,0.16695
31185,153735,824060,TPS2,a0:c9:a0:c4:27:4f,Level 3,-22.81423749,-43.24725995,44:00.7,44:00.7,0
31186,153755,824138,TPS2,fc:64:3a:54:8a:4a,Level 3,-22.81443802,-43.24716362,44:04.5,44:04.5,106.5087
31193,153912,824686,TPS2,d4:38:9c:b1:19:40,Level 3,-22.81427712,-43.2473009,44:32.9,44:32.9,20.24793333
31194,153916,824696,TPS2,28:83:35:27:b1:81,Level 3,-22.81426466,-43.24725803,44:33.0,44:33.0,106.6575833
31197,154035,825172,TPS2,14:96:e5:1f:67:48,Level 3,-22.81428162,-43.24719708,44:56.0,44:56.0,128.0004167
31201,154240,826034,TPS2,08:8c:2c:bb:9e:61,Level 3,-22.81443185,-43.24720346,45:31.1,45:31.1,2.830583333
31208,154375,826534,TPS2,e4:a7:c5:59:ea:fa,Level 3,-22.81438181,-43.2475636,45:50.5,45:50.5,3.54255
31226,154792,828146,TPS2,60:8e:08:eb:62:51,Level 3,-22.81439982,-43.24715778,47:05.6,47:05.6,0
31234,155080,829386,TPS2,28:83:35:f9:d6:3b,Level 3,-22.81442551,-43.24717125,48:04.5,48:04.5,16.23226667
31235,155089,829414,TPS2,d0:31:69:08:2c:9c,Level 3,-22.81422097,-43.24727199,48:05.9,48:05.9,13.33848333
31244,155314,830394,TPS2,b4:f7:a1:a2:6c:fe,Level 3,-22.81444176,-43.24715929,48:47.2,48:47.2,23.77595
31250,155555,831318,TPS2,a8:96:75:de:1a:56,Level 3,-22.81419445,-43.24741832,49:27.4,49:27.4,0
31258,155629,831684,TPS2,b4:c4:fc:55:d2:be,Level 3,-22.81428235,-43.2474454,49:45.0,49:45.0,0.52315
31267,156006,833182,TPS2,a8:16:d0:3c:59:ef,Level 3,-22.81421936,-43.24747845,50:48.3,50:48.3,64.85801667
31271,156131,833768,TPS2,d4:63:c6:8b:21:0b,Level 3,-22.81425595,-43.24730243,51:12.8,51:12.8,1.73555
31272,156134,833788,TPS2,a8:16:d0:ee:ab:d9,Level 3,-22.81427751,-43.24718552,51:14.1,51:14.1,134.1210167
31273,156156,833910,TPS2,fc:a6:21:52:29:06,Level 3,-22.81430316,-43.24724332,51:19.0,51:19.0,8.33E-05
31281,156508,835368,TPS2,fc:2d:5e:85:f3:23,Level 3,-22.81449277,-43.24713157,52:24.4,52:24.4,6.67E-05
31283,156580,835682,TPS2,50:92:b9:af:c0:62,Level 3,-22.81444768,-43.24716295,52:39.3,52:39.3,72.55291667
31286,156616,835821,TPS2,2c:0e:3d:fa:c8:d0,Level 3,-22.81432918,-43.24719641,52:47.1,52:47.1,9.501883333
31287,156657,836010,TPS2,6c:4d:73:6f:87:4a,Level 3,-22.81425446,-43.24748834,52:56.4,52:56.4,0
31291,156731,836338,TPS2,30:cb:f8:88:ad:e8,Level 3,-22.81427574,-43.24718267,53:10.2,53:10.2,15.84083333
31294,156911,837118,TPS2,38:9a:f6:4c:06:0f,Level 3,-22.81425301,-43.24730783,53:46.7,53:46.7,0
31299,157166,838262,TPS2,48:49:c7:13:42:5c,Level 3,-22.81420736,-43.24721816,54:40.8,54:40.8,0
31308,157379,839210,TPS2,da:a1:19:93:c4:d7,Level 3,-22.81444442,-43.2475069,55:28.6,55:28.6,15.9911
31312,157498,839682,TPS2,c0:f4:e6:5b:9b:54,Level 3,-22.81422819,-43.24755929,55:55.1,55:55.1,5.99285
31314,157506,839712,TPS2,58:40:4e:c4:7c:24,Level 3,-22.81445672,-43.24752377,55:56.5,55:56.5,112.82145
31316,157525,839780,TPS2,88:79:7e:69:15:3d,Level 3,-22.81426098,-43.24728593,56:00.1,56:00.1,45.36266667
31322,157858,841206,TPS2,08:8c:2c:3b:e8:37,Level 3,-22.81425368,-43.24730551,57:10.8,57:10.8,36.70681667
31323,157872,841254,TPS2,44:18:fd:e9:dc:6f,Level 3,-22.81422029,-43.24744674,57:13.2,57:13.2,9.71345
31331,158134,842365,TPS2,f0:d7:aa:0e:50:85,Level 3,-22.81448799,-43.24745424,58:11.3,58:11.3,0
31334,158229,842748,TPS2,f0:99:b6:41:8b:b1,Level 3,-22.81428913,-43.24751753,58:30.2,58:30.2,104.5654333
31340,158387,843406,TPS2,20:ab:37:b9:be:97,Level 3,-22.81436556,-43.24738651,59:05.2,59:05.2,0
31341,158405,843456,TPS2,d0:d2:b0:0e:9b:22,Level 3,-22.81440565,-43.2471193,59:07.9,59:07.9,33.75525
31352,158744,844776,TPS2,da:a1:19:94:93:57,Level 3,-22.81416975,-43.24746629,00:19.9,00:19.9,0
31355,158789,844958,TPS2,30:4b:07:1e:84:cd,Level 3,-22.81440125,-43.24756084,00:31.1,00:31.1,36.34715
31356,158849,845222,TPS2,90:b0:ed:5c:ee:ce,Level 3,-22.81425463,-43.24730376,00:45.4,00:45.4,152.5235833
31373,159609,848083,TPS2,2c:f0:a2:62:9e:67,Level 3,-22.81415996,-43.24746445,03:09.5,03:09.5,8.5851
31376,159665,848257,TPS2,a8:66:7f:4d:fa:5d,Level 3,-22.81426539,-43.24727476,03:18.1,03:18.1,32.51996667
31379,159805,848797,TPS2,98:39:8e:85:f0:c5,Level 3,-22.81441621,-43.24725807,03:45.8,03:45.8,2979.401633
31381,159837,848895,TPS2,cc:61:e5:6a:54:8e,Level 3,-22.81440789,-43.24726011,03:50.2,03:50.2,1.67E-05
31383,159839,848897,TPS2,3c:fa:43:05:83:9b,Level 3,-22.81414913,-43.24725439,03:50.6,03:50.6,115.9456833
31384,159862,848985,TPS2,f0:d7:aa:66:00:5c,Level 3,-22.81450478,-43.24729753,03:54.5,03:54.5,28.88301667
31391,160146,850073,TPS2,d8:1d:72:11:a5:b5,Level 3,-22.81437198,-43.24714396,04:55.1,04:55.1,0
31392,160165,850135,TPS2,10:98:c3:9c:52:01,Level 3,-22.81449124,-43.24722334,04:58.2,04:58.2,0
31395,160670,852055,TPS2,88:b4:a6:a3:40:53,Level 3,-22.81425287,-43.24730796,06:35.7,06:35.7,21.81575
31404,161067,853619,TPS2,da:a1:19:06:21:36,Level 3,-22.81442157,-43.24755072,07:46.7,07:46.7,0
31405,161080,853677,TPS2,78:88:6d:41:49:a9,Level 3,-22.81446542,-43.24730702,07:49.7,07:49.7,31.87581667
31406,161088,853711,TPS2,38:30:f9:3b:17:9e,Level 3,-22.81426328,-43.24715389,07:51.7,07:51.7,28.66671667
31411,161318,854627,TPS2,98:39:8e:67:2f:67,Level 3,-22.81428606,-43.24756282,08:34.5,08:34.5,56.35141667
31412,161340,854719,TPS2,fc:64:3a:10:ea:94,Level 3,-22.81433062,-43.24719041,08:37.4,08:37.4,21.35793333
31413,161358,854803,TPS2,d4:63:c6:c1:7f:ca,Level 3,-22.81446969,-43.2472538,08:40.5,08:40.5,18.96798333
31415,161401,854937,TPS2,48:49:c7:02:21:94,Level 3,-22.81434231,-43.24745332,08:45.6,08:45.6,74.97135
31418,161503,855307,TPS2,e0:98:61:54:92:f4,Level 3,-22.81426602,-43.24729432,09:02.5,09:02.5,0
31419,161618,855737,TPS2,98:39:8e:f7:1a:51,Level 3,-22.81447372,-43.24712392,09:20.7,09:20.7,32.30091667
31421,161653,855887,TPS2,88:29:9c:48:84:41,Level 3,-22.81437375,-43.24717998,09:26.2,09:26.2,5.109116667
31422,161673,855959,TPS2,38:80:df:d6:1f:5d,Level 3,-22.81428781,-43.24721214,09:28.8,09:28.8,29.55923333
31427,161712,856129,TPS2,b8:f6:b1:ea:ad:4b,Level 3,-22.81432619,-43.24733851,09:39.3,09:39.3,8.33E-05
31435,161908,856877,TPS2,98:39:8e:25:1d:c5,Level 3,-22.81440696,-43.24751442,10:08.6,10:08.6,15.01651667
31436,161911,856915,TPS2,a8:96:75:45:3a:e9,Level 3,-22.81429659,-43.24717656,10:10.0,10:10.0,1.300216667
31439,161955,857077,TPS2,2c:ae:2b:08:9a:0d,Level 3,-22.81432564,-43.24735859,10:16.2,10:16.2,186.187
31440,162003,857273,TPS2,a8:96:75:de:46:3f,Level 3,-22.81425301,-43.24730781,10:24.3,10:24.3,0
31441,162004,857275,TPS2,b0:6f:e0:86:01:60,Level 3,-22.81425935,-43.24713241,10:24.5,10:24.5,9.116133333
31443,162041,857437,TPS2,04:d6:aa:e9:72:80,Level 3,-22.81431982,-43.24719563,10:30.3,10:30.3,24.61268333
31459,162577,859473,TPS2,a8:16:d0:89:6b:b7,Level 3,-22.8141672,-43.24750898,11:42.3,11:42.3,0
31463,162784,860185,TPS2,98:39:8e:8f:e0:41,Level 3,-22.81449848,-43.24721061,12:03.4,12:03.4,27.84788333
31471,163279,862021,TPS2,fc:64:3a:dd:e3:e4,Level 3,-22.81433301,-43.24716695,13:10.6,13:10.6,12.73756667
31477,163806,863823,TPS2,80:58:f8:44:6d:e9,Level 3,-22.81428411,-43.24721944,14:23.3,14:23.3,41.24263333
31480,163991,864539,TPS2,30:07:4d:5f:e9:d3,Level 3,-22.81440312,-43.24730708,14:54.7,14:54.7,15.65911667
31483,164177,865215,TPS2,48:2c:a0:74:41:4e,Level 3,-22.81423645,-43.24726286,15:20.9,15:20.9,4.33025
31486,164243,865461,TPS2,f0:d7:aa:69:31:d3,Level 3,-22.81438156,-43.24755114,15:31.8,15:31.8,0.342466667
31491,164396,866071,TPS2,34:51:c9:bc:b2:5f,Level 3,-22.81445501,-43.24717574,15:56.0,15:56.0,2.948266667
31492,164558,866667,TPS2,d8:1c:79:6d:31:3d,Level 3,-22.814206,-43.24754124,16:16.6,16:16.6,0
31496,164616,866861,TPS2,00:0a:f5:ff:c8:60,Level 3,-22.81423996,-43.24726037,16:26.5,16:26.5,11.21586667
31507,164904,867921,TPS2,a8:16:d0:c4:e5:71,Level 3,-22.81433463,-43.24724175,17:08.2,17:08.2,77.50686667
31522,165437,869949,TPS2,0c:cb:85:14:5d:c8,Level 3,-22.81419292,-43.24730733,18:26.5,18:26.5,59.96471667
31524,165579,870517,TPS2,10:f1:f2:25:a9:9e,Level 3,-22.81441733,-43.24713875,18:48.1,18:48.1,15.32228333
31532,165907,871785,TPS2,30:cb:f8:94:e3:98,Level 3,-22.81443682,-43.24716755,19:39.2,19:39.2,54.87403333
31538,166038,872207,TPS2,48:49:c7:5b:63:70,Level 3,-22.81447529,-43.24720546,19:54.1,19:54.1,4.052216667
31539,166060,872329,TPS2,34:fc:ef:af:a7:2b,Level 3,-22.81422887,-43.24715917,19:58.3,19:58.3,1.67E-05
31541,166098,872461,TPS2,10:f1:f2:25:a5:7b,Level 3,-22.8144617,-43.24718436,20:03.5,20:03.5,13.76376667
31547,166267,873087,TPS2,da:a1:19:23:d0:77,Level 3,-22.81425897,-43.24729915,20:27.6,20:27.6,94.16736667
31550,166321,873283,TPS2,dc:66:72:7f:a1:6d,Level 3,-22.81425341,-43.24730288,20:36.9,20:36.9,5.330616667
31554,166392,873508,TPS2,fc:a6:21:6b:d4:ab,Level 3,-22.814319,-43.24722163,20:46.3,20:46.3,57.83331667
31556,166433,873637,TPS2,50:92:b9:fd:e2:64,Level 3,-22.8144844,-43.24720674,20:51.8,20:51.8,24.52911667
31558,166533,874027,TPS2,cc:fd:17:ee:03:ce,Level 3,-22.81438356,-43.2472235,21:07.0,21:07.0,28.73815
31561,166570,874163,TPS2,04:92:26:b9:d4:56,Level 3,-22.81444553,-43.247428,21:13.3,21:13.3,1.67E-05
31565,166621,874335,TPS2,64:c2:de:3a:ff:f5,Level 3,-22.81428417,-43.2475061,21:18.3,21:18.3,1.080816667
31566,166671,874477,TPS2,20:ee:28:de:32:c8,Level 3,-22.81438715,-43.24712993,21:25.5,21:25.5,82.647
31569,166722,874659,TPS2,60:83:73:05:4e:a1,Level 3,-22.81414885,-43.24754027,21:32.8,21:32.8,0.166116667
31570,166795,874933,TPS2,00:57:c1:ef:e0:9f,Level 3,-22.81448336,-43.24712742,21:42.7,21:42.7,78.3088
31574,166897,875279,TPS2,98:22:ef:c8:15:ed,Level 3,-22.81429786,-43.24756153,21:54.6,21:54.6,157.03205
31577,166980,875565,TPS2,30:6a:85:8f:1b:82,Level 3,-22.81424996,-43.24746772,22:05.2,22:05.2,84.28395
31583,167076,875909,TPS2,04:b1:67:1e:92:ca,Level 3,-22.81438436,-43.24711849,22:16.8,22:16.8,83.28281667
31585,167125,876091,TPS2,48:49:c7:11:83:ec,Level 3,-22.81445979,-43.24714058,22:24.1,22:24.1,0
31589,167235,876507,TPS2,f0:d7:aa:c6:00:1f,Level 3,-22.81442236,-43.24720904,22:40.6,22:40.6,0
31592,167384,877055,TPS2,80:35:c1:4e:51:32,Level 3,-22.81417437,-43.24723626,23:00.9,23:00.9,0
31594,167425,877169,TPS2,94:7b:e7:11:9c:4e,Level 3,-22.81421338,-43.24715808,23:04.2,23:04.2,0
31597,167558,877657,TPS2,fc:a6:21:6b:72:f5,Level 3,-22.81443902,-43.24727545,23:20.7,23:20.7,4.7674
31598,167670,878003,TPS2,d4:c9:4b:b7:ee:c0,Level 3,-22.81450767,-43.24749307,23:34.3,23:34.3,9.67115
31599,167685,878065,TPS2,64:e6:82:d8:22:f5,Level 3,-22.81446674,-43.24733189,23:36.9,23:36.9,1.350733333
31603,167823,878529,TPS2,20:7d:74:81:63:a1,Level 3,-22.81425332,-43.24730742,23:55.0,23:55.0,3.827266667
31611,168161,879767,TPS2,10:98:c3:85:d3:02,Level 3,-22.81430223,-43.24726046,24:44.6,24:44.6,0
31623,168397,880655,TPS2,f8:e9:4e:04:f9:4a,Level 3,-22.81436314,-43.24713947,25:15.5,25:15.5,2.918183333
31626,168478,880945,TPS2,60:1d:91:0d:41:9f,Level 3,-22.81435606,-43.24718993,25:27.5,25:27.5,48.33943333
31629,168625,881527,TPS2,e0:dc:ff:11:b8:f0,Level 3,-22.81424901,-43.24730938,25:48.8,25:48.8,89.62601667
31630,168646,881603,TPS2,ec:89:14:55:a9:8d,Level 3,-22.81445381,-43.2475173,25:51.4,25:51.4,92.32951667
31632,168661,881667,TPS2,14:1f:78:30:07:a0,Level 3,-22.81420331,-43.24726543,25:53.0,25:53.0,2.497533333
31641,168886,882441,TPS2,fc:42:03:33:77:92,Level 3,-22.8144034,-43.24732526,26:21.4,26:21.4,66.73525
31642,168890,882451,TPS2,a8:96:75:3e:35:7e,Level 3,-22.81446014,-43.24717613,26:21.9,26:21.9,1.67E-05
31644,168933,882577,TPS2,7c:8b:b5:ac:1e:e7,Level 3,-22.81446128,-43.24716687,26:26.7,26:26.7,7.461716667
31647,168972,882715,TPS2,f0:d7:aa:04:8d:5e,Level 3,-22.81447147,-43.24721166,26:32.4,26:32.4,1.195116667
31653,169098,883191,TPS2,f4:f5:24:0d:9e:08,Level 3,-22.81429495,-43.24718314,26:49.5,26:49.5,7.277883333
31657,169149,883399,TPS2,88:32:9b:d5:5f:38,Level 3,-22.81430076,-43.24755253,26:57.2,26:57.2,2.918233333
31665,169336,884143,TPS2,54:85:51:ea:43:73,Level 3,-22.8142614,-43.24729947,27:25.2,27:25.2,1.128066667
31682,169632,885211,TPS2,7c:03:ab:1a:dc:df,Level 3,-22.81422503,-43.24733356,28:01.8,28:01.8,10.4543
31691,169735,885533,TPS2,98:29:a6:a9:69:29,Level 3,-22.81419453,-43.24750736,28:14.4,28:14.4,1.67E-05
31694,169779,885699,TPS2,a8:96:75:5e:25:57,Level 3,-22.81425626,-43.24728583,28:21.6,28:21.6,17.56975
31700,169858,885983,TPS2,f0:8a:76:23:9b:52,Level 3,-22.81423747,-43.24717275,28:31.0,28:31.0,0.758883333
31703,169884,886108,TPS2,f0:d7:aa:69:e2:04,Level 3,-22.81418091,-43.24718414,28:34.1,28:34.1,0.680066667
31705,169918,886213,TPS2,98:39:8e:c9:52:c3,Level 3,-22.81421426,-43.2471629,28:38.0,28:38.0,15.03556667
31707,170013,886583,TPS2,38:9a:f6:df:e9:3f,Level 3,-22.81424375,-43.24715078,28:50.3,28:50.3,0
31710,170055,886731,TPS2,70:3a:51:90:86:55,Level 3,-22.81445134,-43.24714811,28:57.1,28:57.1,26.08166667
31730,170493,888359,TPS2,10:f1:f2:99:72:2e,Level 3,-22.81445995,-43.24718765,29:58.9,29:58.9,11.6803
31734,170592,888673,TPS2,a8:16:d0:9d:55:29,Level 3,-22.81448824,-43.24712017,30:13.0,30:13.0,0.357233333
31753,171018,890079,TPS2,34:4d:f7:05:ad:cd,Level 3,-22.81446659,-43.24718196,31:05.8,31:05.8,0
31754,171019,890081,TPS2,38:80:df:3e:dd:9f,Level 3,-22.81429088,-43.2472573,31:05.8,31:05.8,29.0512
31761,171122,890449,TPS2,28:83:35:17:07:33,Level 3,-22.81448104,-43.24714714,31:20.1,31:20.1,0
31769,171307,891143,TPS2,30:07:4d:2c:7d:35,Level 3,-22.81434218,-43.24732623,31:47.7,31:47.7,3.225316667
31770,171345,891295,TPS2,48:49:c7:f1:e1:d0,Level 3,-22.81422137,-43.24724063,31:55.3,31:55.3,0
31772,171400,891505,TPS2,7c:1c:68:28:b0:fe,Level 3,-22.81451424,-43.24717911,32:02.7,32:02.7,7.13765
31775,171467,891725,TPS2,d0:81:7a:59:32:09,Level 3,-22.81430914,-43.24717625,32:12.0,32:12.0,12.59308333
31777,171508,891891,TPS2,70:fd:46:89:3d:5a,Level 3,-22.81436194,-43.24716203,32:16.1,32:16.1,12.18571667
31781,171577,892157,TPS2,08:8c:2c:58:17:f2,Level 3,-22.81444881,-43.24714485,32:25.6,32:25.6,0.1821
31787,171676,892525,TPS2,90:73:5a:71:35:38,Level 3,-22.81451293,-43.24719538,32:38.1,32:38.1,19.47638333
31789,171691,892573,TPS2,ac:0d:1b:cb:3b:70,Level 3,-22.8142244,-43.24716663,32:39.0,32:39.0,71.47688333
31791,171740,892719,TPS2,d4:ae:05:2b:1d:2d,Level 3,-22.814366,-43.24724029,32:44.5,32:44.5,2.47565
31793,171768,892819,TPS2,d4:c9:4b:0d:5f:1d,Level 3,-22.81440449,-43.24727665,32:48.1,32:48.1,0.18885
31794,171786,892875,TPS2,28:83:35:d6:73:9d,Level 3,-22.81439878,-43.24714516,32:49.4,32:49.4,20.60646667
31796,171809,892953,TPS2,d4:63:c6:a2:32:27,Level 3,-22.8142512,-43.24730717,32:51.3,32:51.3,72.99928333
31820,172256,894569,TPS2,4c:66:41:92:fd:35,Level 3,-22.81442637,-43.24745242,33:43.8,33:43.8,14.48925
31824,172349,894873,TPS2,7c:8b:b5:ae:85:59,Level 3,-22.81448745,-43.24714934,33:55.2,33:55.2,3.542416667
31826,172360,894911,TPS2,8c:45:00:c2:5d:a5,Level 3,-22.81444265,-43.24754858,33:56.1,33:56.1,0.51585
31832,172546,895495,TPS2,48:49:c7:bc:58:d6,Level 3,-22.81425305,-43.24730781,34:15.9,34:15.9,26.30885
31834,172613,895717,TPS2,10:98:c3:0e:dc:98,Level 3,-22.81429254,-43.24722081,34:23.4,34:23.4,34.81361667
31842,172697,895991,TPS2,08:8c:2c:35:46:97,Level 3,-22.81423798,-43.24752654,34:30.9,34:30.9,0
31844,172736,896115,TPS2,84:29:99:c0:f0:d0,Level 3,-22.81428385,-43.24728667,34:35.4,34:35.4,0
31854,173049,897175,TPS2,2c:0e:3d:fc:2a:3b,Level 3,-22.81450779,-43.24742841,35:13.1,35:13.1,0
31856,173118,897401,TPS2,d0:87:e2:cd:c7:21,Level 3,-22.81415502,-43.24723362,35:20.1,35:20.1,0
31859,173190,897655,TPS2,f4:06:16:ec:ff:84,Level 3,-22.81447022,-43.24741079,35:30.5,35:30.5,0
31861,173219,897757,TPS2,b4:bf:f6:c4:6b:0f,Level 3,-22.81444561,-43.24720714,35:33.2,35:33.2,63.77026667
31864,173367,898237,TPS2,ec:89:14:11:ab:75,Level 3,-22.81438712,-43.24716839,35:50.3,35:50.3,8.591683333
31866,173501,898673,TPS2,cc:21:19:73:5f:d7,Level 3,-22.81432922,-43.24722722,36:07.3,36:07.3,3.66965
31879,173701,899355,TPS2,d4:c9:4b:b9:f9:ec,Level 3,-22.81444599,-43.24720014,36:33.2,36:33.2,11.35455
31886,173902,900027,TPS2,70:4d:7b:54:2e:67,Level 3,-22.81446324,-43.24728693,37:00.5,37:00.5,0.97615
31887,173903,900029,TPS2,70:bb:e9:cd:ea:a1,Level 3,-22.81430014,-43.24714991,37:00.5,37:00.5,73.20121667
31889,173970,900313,TPS2,8c:f1:12:db:82:50,Level 3,-22.81425221,-43.24727564,37:11.9,37:11.9,2.766866667
31890,173979,900335,TPS2,7c:89:56:f9:dc:78,Level 3,-22.81416626,-43.24750795,37:12.9,37:12.9,1.998216667
31892,174039,900561,TPS2,e4:90:7e:85:e8:1a,Level 3,-22.81443019,-43.24745115,37:21.3,37:21.3,0.62585
31897,174071,900653,TPS2,a0:d7:95:84:16:ed,Level 3,-22.81441637,-43.24713419,37:26.4,37:26.4,87.13385
31900,174103,900785,TPS2,a8:88:08:b3:6f:91,Level 3,-22.81442999,-43.24742542,37:31.8,37:31.8,0
31903,174193,901113,TPS2,80:58:f8:0c:f4:bb,Level 3,-22.81447605,-43.2472113,37:45.4,37:45.4,14.47136667
31907,174257,901329,TPS2,c0:bd:d1:fa:56:30,Level 3,-22.81425398,-43.2473069,37:50.8,37:50.8,35.04443333
31912,174313,901545,TPS2,c0:a6:00:b9:8b:2e,Level 3,-22.81449305,-43.24719795,38:00.2,38:00.2,55.20013333
31916,174365,901703,TPS2,8c:45:00:1c:2d:ff,Level 3,-22.81443846,-43.2473723,38:04.6,38:04.6,152.4778833
31922,174535,902255,TPS2,fc:e9:98:da:05:9b,Level 3,-22.81416046,-43.24729066,38:27.7,38:27.7,41.13013333
31927,174571,902409,TPS2,34:7c:25:79:bb:3b,Level 3,-22.81424463,-43.24724496,38:34.9,38:34.9,54.6434
31931,174717,902945,TPS2,20:34:fb:cc:63:6c,Level 3,-22.81448518,-43.24723064,38:54.6,38:54.6,1.67E-05
31935,174809,903263,TPS2,a8:16:d0:bd:04:65,Level 3,-22.81439977,-43.24753577,39:06.3,39:06.3,0
31936,174828,903325,TPS2,dc:08:0f:40:02:ad,Level 3,-22.81417537,-43.24737775,39:09.2,39:09.2,131.0748833
31941,174959,903891,TPS2,08:c5:e1:a2:82:4a,Level 3,-22.81418863,-43.24733552,39:29.7,39:29.7,0
31943,175028,904117,TPS2,98:39:8e:54:53:d5,Level 3,-22.81438395,-43.24738297,39:35.1,39:35.1,0.760366667
31958,175318,905279,TPS2,10:93:e9:4c:f9:5c,Level 3,-22.81449071,-43.24725515,40:17.9,40:17.9,29.3728
31972,175812,907115,TPS2,8c:f5:a3:15:36:50,Level 3,-22.81444082,-43.24719068,41:34.7,41:34.7,17.01501667
31977,175963,907737,TPS2,b4:f7:a1:9d:8c:b9,Level 3,-22.81444224,-43.24713184,41:57.0,41:57.0,12.82656667
31978,175992,907848,TPS2,50:92:b9:53:d0:ac,Level 3,-22.81430215,-43.24755065,42:03.3,42:03.3,0
31979,176000,907870,TPS2,f0:d7:aa:26:6b:dd,Level 3,-22.81424208,-43.247252,42:03.9,42:03.9,0
31984,176143,908371,TPS2,a8:96:75:17:f0:2e,Level 3,-22.81443864,-43.24715218,42:22.3,42:22.3,37.92835
31985,176218,908616,TPS2,fc:64:3a:3a:68:28,Level 3,-22.81432427,-43.24728842,42:33.3,42:33.3,5.4341
31986,176273,908792,TPS2,7c:a1:ae:80:37:de,Level 3,-22.8143327,-43.24713162,42:39.9,42:39.9,2.6058
31987,176278,908808,TPS2,a8:16:d0:e3:fb:0b,Level 3,-22.81428996,-43.24725675,42:40.2,42:40.2,104.5285333
31995,176644,910046,TPS2,a8:16:d0:9d:4a:a3,Level 3,-22.81439653,-43.24721626,43:39.5,43:39.5,23.73211667
31997,176694,910224,TPS2,a8:16:d0:25:6c:2b,Level 3,-22.81430447,-43.24730437,43:47.5,43:47.5,0
31999,176771,910466,TPS2,40:9c:28:59:ae:a0,Level 3,-22.81435607,-43.24751467,44:01.9,44:01.9,1.597883333
32002,176867,910800,TPS2,08:d4:6a:fe:62:76,Level 3,-22.81418797,-43.24721034,44:15.5,44:15.5,66.63093333
32005,176872,910816,TPS2,50:01:d9:d1:53:12,Level 3,-22.81419064,-43.24728582,44:15.8,44:15.8,209.7366833
32011,177057,911530,TPS2,6c:c7:ec:97:11:94,Level 3,-22.81448856,-43.24753962,44:47.8,44:47.8,30.02251667
32014,177108,911688,TPS2,08:c5:e1:8e:a3:ed,Level 3,-22.81419141,-43.24748602,44:51.0,44:51.0,257.0203833
32019,177240,912120,TPS2,08:8c:2c:25:65:3f,Level 3,-22.81443345,-43.24755638,45:10.5,45:10.5,0
32023,177303,912354,TPS2,18:81:0e:32:f0:a9,Level 3,-22.81424493,-43.24721982,45:19.5,45:19.5,0
32024,177327,912448,TPS2,fc:a6:21:b6:29:88,Level 3,-22.81442891,-43.24717314,45:23.1,45:23.1,74.5017
32026,177383,912643,TPS2,98:39:8e:9e:4d:f9,Level 3,-22.81428737,-43.2471669,45:31.1,45:31.1,4.61575
32029,177492,913062,TPS2,fc:64:3a:b5:37:80,Level 3,-22.81434648,-43.24726711,45:51.8,45:51.8,117.8147667
32036,177879,914412,TPS2,30:96:fb:86:86:5d,Level 3,-22.81429818,-43.24717516,46:47.8,46:47.8,56.14223333
32041,177988,914882,TPS2,58:d9:c3:e7:cd:0f,Level 3,-22.81443582,-43.24739798,47:09.2,47:09.2,1.67E-05
32047,178073,915208,TPS2,c0:e8:62:15:3d:2c,Level 3,-22.8144902,-43.24717667,47:21.7,47:21.7,0
32048,178098,915280,TPS2,88:b4:a6:dc:04:36,Level 3,-22.81416126,-43.24712606,47:24.8,47:24.8,73.98773333
32051,178241,915808,TPS2,38:80:df:d5:ed:9e,Level 3,-22.8142565,-43.24730084,47:48.1,47:48.1,51.31255
32061,178419,916450,TPS2,b8:d7:af:97:92:98,Level 3,-22.81416467,-43.24736189,48:17.1,48:17.1,0
32062,178458,916576,TPS2,fc:64:3a:ee:17:d8,Level 3,-22.81445349,-43.24729148,48:22.4,48:22.4,2.759333333
32063,178481,916704,TPS2,0c:cb:85:96:e3:2a,Level 3,-22.81436541,-43.2475032,48:26.3,48:26.3,22.82313333
32065,178648,917364,TPS2,fc:64:3a:96:9a:2e,Level 3,-22.81421589,-43.24729189,48:56.1,48:56.1,2.05805
